	Control_1	Control_2	Control_3	Control_4	Treatment_1	Treatment_2	Treatment_3	Treatment_4
ENSG00000278505	0	0	0	0	0	0	0	0
ENSG00000276234	80	69	82	89	299	419	292	365
ENSG00000276023	22	27	62	68	384	366	357	392
ENSG00000275066	1019	870	796	989	2554	3022	2399	3144
ENSG00000278053	121	144	192	264	680	740	636	809
ENSG00000275410	67	31	43	44	11	9	6	15
ENSG00000273513	62	42	36	35	17	15	25	20
ENSG00000274512	14	11	8	11	13	6	2	4
ENSG00000274419	70	65	42	41	17	16	30	30
ENSG00000278299	10	6	1	9	4	5	7	0
ENSG00000278599	93	87	61	63	34	21	46	43
ENSG00000274611	6	9	2	2	5	2	1	1
ENSG00000278845	619	661	469	495	1000	1037	903	1240
ENSG00000277399	0	0	2	0	0	0	0	0
ENSG00000274211	318	250	474	534	779	947	779	1036
ENSG00000275832	98	107	149	189	23	24	19	47
ENSG00000277363	8	8	9	9	0	7	1	1
ENSG00000273604	266	237	376	405	91	62	50	120
ENSG00000275023	1687	1480	1254	1518	4003	4721	4154	5096
ENSG00000279119	0	0	0	0	0	0	0	0
ENSG00000277972	64	103	166	186	407	496	354	446
ENSG00000277258	3	1	0	0	0	1	0	5
ENSG00000277791	1042	1125	1316	1578	4118	4565	3465	4825
ENSG00000276293	583	561	739	950	3143	3576	2940	3494
ENSG00000273559	172	177	176	247	858	1078	840	1104
ENSG00000275489	0	2	0	1	1	6	2	4
ENSG00000125691	27667	30802	18873	25325	50839	52496	46199	55305
ENSG00000002834	6012	5728	5770	6800	10489	11419	9799	12867
ENSG00000263874	9	0	3	3	7	4	4	3
ENSG00000204952	0	1	0	2	1	0	0	0
ENSG00000161381	4	5	3	3	1	2	2	1
ENSG00000141748	0	0	0	0	0	0	0	2
ENSG00000280177	0	0	0	0	0	0	0	0
ENSG00000067191	37	31	29	41	51	56	31	54
ENSG00000108298	44517	47490	28403	34778	84495	97014	80631	100527
ENSG00000141750	0	0	3	0	0	1	0	0
ENSG00000108306	442	330	297	328	1083	1038	858	1124
ENSG00000125686	1080	869	1590	2014	4599	5030	4316	5542
ENSG00000167258	843	706	989	1124	3274	3502	3004	4200
ENSG00000171532	0	0	0	2	0	0	0	0
ENSG00000131771	0	0	2	0	3	0	1	1
ENSG00000131748	414	440	340	434	1281	1553	1251	1627
ENSG00000173991	2	1	1	2	5	7	7	10
ENSG00000141744	0	0	0	0	0	0	0	0
ENSG00000161395	87	74	108	133	624	675	604	783
ENSG00000141736	32	32	48	46	76	71	63	102
ENSG00000141741	35	54	42	60	199	209	163	218
ENSG00000141738	23	26	5	4	36	49	22	40
ENSG00000161405	1321	1396	472	708	3262	3921	3260	5051
ENSG00000186075	1	5	6	13	40	31	42	58
ENSG00000073605	91	66	19	31	44	38	47	47
ENSG00000172057	946	999	844	1054	4802	5813	4869	6156
ENSG00000204913	0	0	1	2	5	4	8	9
ENSG00000167914	3	0	0	3	2	11	0	4
ENSG00000108344	1255	1339	1746	1932	4541	4709	3876	5561
ENSG00000108342	1	1	0	2	0	0	0	0
ENSG00000008838	530	528	698	675	1639	1768	1632	2252
ENSG00000126351	854	885	848	813	1095	1371	1061	1314
ENSG00000126368	325	349	361	393	591	769	660	727
ENSG00000279199	0	0	0	0	0	0	0	1
ENSG00000188895	2231	2130	1661	1933	2824	3353	2881	3460
ENSG00000108349	1244	1220	1225	1421	3844	4577	3765	4804
ENSG00000108352	6	3	4	6	14	22	28	12
ENSG00000171475	732	553	755	919	2517	2654	2107	2730
ENSG00000094804	18	6	14	29	13	27	21	21
ENSG00000131759	1824	1486	1202	1437	689	724	648	1000
ENSG00000278918	0	0	0	0	0	0	0	0
ENSG00000183153	52	33	60	66	70	85	30	77
ENSG00000131747	443	392	299	379	101	116	108	135
ENSG00000141753	3467	3111	2013	2566	7795	7326	6174	9156
ENSG00000279806	0	0	0	0	0	0	0	0
ENSG00000131746	4	2	2	2	6	4	1	7
ENSG00000126353	27300	25647	32239	35179	29932	32214	28424	37358
ENSG00000279775	0	0	0	0	0	0	0	2
ENSG00000073584	14	3	9	8	147	180	111	152
ENSG00000264058	31	34	9	25	165	161	121	177
ENSG00000213424	0	0	0	0	0	0	0	0
ENSG00000167916	0	0	0	0	0	0	0	0
ENSG00000204897	0	0	0	0	0	0	0	0
ENSG00000186393	0	0	0	0	0	0	0	0
ENSG00000171446	0	0	0	0	0	0	0	0
ENSG00000173908	0	0	0	0	0	0	0	0
ENSG00000186395	113	165	203	274	1136	1246	888	1205
ENSG00000187242	0	0	0	0	0	0	0	0
ENSG00000171431	0	0	0	0	0	0	0	0
ENSG00000108244	0	0	0	0	0	0	0	0
ENSG00000196859	1	1	0	0	0	0	0	0
ENSG00000204889	0	0	0	0	0	0	0	0
ENSG00000212899	0	0	0	0	0	0	0	0
ENSG00000212900	0	0	0	0	0	0	0	0
ENSG00000212901	0	0	0	0	0	0	0	0
ENSG00000221852	0	0	0	0	0	0	0	0
ENSG00000204887	0	0	0	0	0	0	0	0
ENSG00000221880	0	0	1	0	0	0	0	0
ENSG00000188581	0	0	0	0	0	0	0	0
ENSG00000212725	0	0	0	0	0	0	0	0
ENSG00000214518	0	0	0	0	0	0	0	0
ENSG00000212724	0	0	0	0	0	0	0	0
ENSG00000213417	0	0	0	0	0	0	0	0
ENSG00000240871	0	0	0	0	0	0	0	0
ENSG00000204880	0	0	0	0	0	0	0	0
ENSG00000241241	0	0	0	0	0	0	0	0
ENSG00000212722	0	0	0	0	0	0	0	0
ENSG00000212721	0	0	0	0	0	0	0	0
ENSG00000213416	0	0	0	0	0	0	0	0
ENSG00000198090	0	0	0	0	0	0	0	0
ENSG00000198271	0	0	0	0	0	0	0	0
ENSG00000171396	0	0	0	0	0	0	0	0
ENSG00000196156	0	0	0	0	0	0	0	0
ENSG00000244537	0	0	0	0	0	0	0	0
ENSG00000198443	0	1	8	8	7	7	2	5
ENSG00000240542	0	0	0	1	0	0	0	0
ENSG00000239886	0	0	0	0	0	0	0	0
ENSG00000204873	0	0	0	0	0	0	0	0
ENSG00000187272	0	0	0	0	0	0	0	0
ENSG00000241595	0	0	0	0	0	0	0	0
ENSG00000198083	0	0	0	0	0	0	0	0
ENSG00000212659	0	0	0	0	0	0	0	0
ENSG00000180386	0	0	0	0	0	0	0	0
ENSG00000212658	0	0	0	0	0	0	0	0
ENSG00000212657	0	0	0	0	0	0	0	0
ENSG00000186860	0	0	0	0	0	0	0	0
ENSG00000006059	0	0	0	0	0	0	0	0
ENSG00000131738	0	0	0	0	0	0	0	0
ENSG00000131737	0	0	0	0	1	0	0	0
ENSG00000094796	0	0	0	0	0	0	0	0
ENSG00000108417	0	0	0	0	0	0	0	0
ENSG00000171360	0	0	0	0	0	0	3	0
ENSG00000108759	0	0	0	0	0	0	0	0
ENSG00000197079	0	0	0	0	0	0	0	0
ENSG00000126337	0	0	0	0	0	0	0	0
ENSG00000171401	0	0	0	0	0	0	0	0
ENSG00000171346	0	0	0	0	0	0	0	0
ENSG00000171345	1	1	3	0	0	1	0	0
ENSG00000171403	0	0	0	0	0	0	0	0
ENSG00000186847	12	13	5	5	0	0	0	0
ENSG00000186832	0	0	0	0	0	0	0	0
ENSG00000128422	4	8	4	3	0	0	0	0
ENSG00000278954	3	2	0	1	1	0	0	0
ENSG00000173812	24913	27292	15166	19065	16747	18556	14864	18794
ENSG00000184502	0	0	0	0	0	0	0	0
ENSG00000173805	0	0	0	1	0	0	0	0
ENSG00000173801	70	73	27	30	6	0	2	1
ENSG00000141696	16	11	11	6	39	37	35	35
ENSG00000141756	0	1	3	4	6	9	7	4
ENSG00000141698	249	255	195	240	571	603	419	609
ENSG00000161594	1	3	2	0	4	5	2	2
ENSG00000178502	153	126	120	156	365	401	331	481
ENSG00000131473	1899	1697	2157	2314	4526	5144	4396	5646
ENSG00000204815	3	10	4	5	1	0	0	1
ENSG00000173786	1155	1076	1525	1859	2668	3099	2421	3277
ENSG00000168259	769	849	744	951	1899	2238	1980	2498
ENSG00000168256	385	363	427	455	773	842	687	928
ENSG00000187595	46	52	21	24	12	7	7	5
ENSG00000267221	0	0	0	0	0	0	0	0
ENSG00000108771	160	153	356	405	263	287	296	349
ENSG00000108773	126	148	194	198	765	842	669	1007
ENSG00000267261	0	0	1	0	1	2	1	2
ENSG00000260325	0	0	0	0	0	0	0	0
ENSG00000108774	2	1	2	0	10	8	6	9
ENSG00000089558	4	3	8	3	3	5	0	5
ENSG00000161610	0	0	2	1	2	1	0	1
ENSG00000167925	314	255	244	311	1044	1159	919	1384
ENSG00000173757	6072	5502	3537	4089	2510	3012	2329	3072
ENSG00000280295	0	0	0	0	0	0	0	0
ENSG00000126561	14296	13648	7984	9255	2388	2643	2174	2998
ENSG00000168610	7934	7657	3763	4547	4162	4735	4092	5252
ENSG00000177469	278	306	377	372	52	46	44	60
ENSG00000033627	480	418	700	863	2542	2691	2336	3027
ENSG00000108784	379	395	345	417	452	518	401	593
ENSG00000108786	153	138	151	169	500	627	551	800
ENSG00000068120	769	787	728	876	1444	1442	1406	1664
ENSG00000108788	685	643	657	818	1550	1683	1327	1734
ENSG00000131470	16	19	9	21	30	19	21	21
ENSG00000141699	1227	1142	941	1278	3741	4299	3350	4328
ENSG00000280183	0	0	0	0	0	0	0	0
ENSG00000131462	345	343	433	429	599	448	484	660
ENSG00000037042	151	165	125	101	97	76	53	110
ENSG00000068137	138	139	119	102	20	16	2	28
ENSG00000184451	3	3	3	1	5	6	6	2
ENSG00000108797	45	30	86	77	51	41	30	74
ENSG00000108799	441	398	269	348	1343	1601	1413	1738
ENSG00000131477	56	60	65	59	5	0	0	0
ENSG00000131475	351	394	491	554	901	919	634	1056
ENSG00000126562	1	3	5	8	1	1	2	0
ENSG00000183978	167	178	252	308	1428	1571	1314	1590
ENSG00000176563	1	0	1	3	0	5	5	2
ENSG00000126581	599	579	737	857	2309	2585	2169	2743
ENSG00000131467	976	928	1837	2137	6390	6239	5167	7084
ENSG00000131480	18	18	10	20	9	8	10	5
ENSG00000131471	6	1	6	3	3	6	8	6
ENSG00000131482	0	0	0	0	0	0	0	1
ENSG00000266967	0	0	0	0	0	0	0	0
ENSG00000108825	0	0	0	1	4	6	5	10
ENSG00000267060	0	0	0	0	0	0	0	0
ENSG00000198863	314	265	220	262	937	1159	915	1236
ENSG00000131469	14409	15635	10731	15972	37222	41465	32324	36679
ENSG00000068079	218	219	758	905	1386	1252	1180	1560
ENSG00000108828	1104	943	1015	1047	3746	4597	3870	4348
ENSG00000108830	41	78	57	50	18	12	33	18
ENSG00000012048	154	126	141	159	642	673	615	699
ENSG00000188554	1775	1615	1764	2101	4097	4745	3970	5035
ENSG00000184988	72	67	108	106	180	195	156	226
ENSG00000236383	74	64	44	67	557	678	419	615
ENSG00000279602	4	2	0	1	3	13	4	5
ENSG00000175906	13	13	45	41	275	367	325	335
ENSG00000067596	742	598	754	955	2645	3130	2733	3587
ENSG00000175832	0	0	0	0	0	0	0	0
ENSG00000005102	1	4	0	0	2	1	3	2
ENSG00000167941	0	0	0	0	0	0	0	0
ENSG00000108861	455	429	216	289	554	611	458	670
ENSG00000231256	0	1	0	0	0	0	0	0
ENSG00000161647	0	0	0	0	0	1	0	0
ENSG00000161649	0	0	0	0	0	0	0	1
ENSG00000108852	24	39	21	28	2	1	3	6
ENSG00000108849	0	0	0	0	0	0	0	0
ENSG00000131096	2	0	0	1	0	2	2	2
ENSG00000161653	32	52	23	41	102	93	80	96
ENSG00000091947	578	546	560	602	1326	1362	1220	1539
ENSG00000161654	971	981	827	1070	1684	1727	1512	1894
ENSG00000141349	240	250	299	318	889	932	781	1150
ENSG00000108840	582	529	418	422	1977	2178	2077	2854
ENSG00000125319	6	8	14	9	32	25	21	15
ENSG00000161664	55	42	59	71	260	301	275	316
ENSG00000168591	193	221	301	335	1105	1355	1133	1419
ENSG00000087152	1287	1178	1330	1457	3337	3814	3247	4008
ENSG00000108312	1104	1072	874	1023	5436	7212	5812	7791
ENSG00000004939	3	2	0	4	4	8	4	4
ENSG00000108309	4	12	14	29	5	3	2	5
ENSG00000013306	819	929	1196	1306	3763	3438	3242	4311
ENSG00000030582	4059	3820	4788	5078	7853	9231	8510	10225
ENSG00000161682	58	50	52	42	5	6	7	6
ENSG00000005961	29	27	0	0	0	0	6	2
ENSG00000186566	693	499	574	693	1497	1904	1533	2239
ENSG00000180340	179	159	181	153	56	67	43	88
ENSG00000180336	1	1	4	0	3	1	0	0
ENSG00000180329	0	0	0	0	0	0	0	0
ENSG00000279879	0	0	1	0	0	0	1	0
ENSG00000161692	69	78	41	59	56	53	57	77
ENSG00000073670	4	5	2	4	2	1	0	0
ENSG00000182963	2	0	1	0	0	5	6	6
ENSG00000131097	4	0	0	0	3	9	9	5
ENSG00000108883	1482	1409	2251	2560	4939	5037	4310	5730
ENSG00000167131	0	0	0	0	0	4	0	0
ENSG00000214447	0	0	0	0	0	0	0	0
ENSG00000131095	8	11	11	4	0	0	0	1
ENSG00000186185	3	3	0	0	1	0	0	1
ENSG00000136448	2614	2508	2298	2719	4898	5690	4741	6047
ENSG00000131094	0	0	0	0	0	0	0	0
ENSG00000172992	0	0	0	0	0	0	0	0
ENSG00000161714	46	42	31	37	51	77	43	60
ENSG00000181513	184	160	146	133	251	278	275	328
ENSG00000186834	857	844	351	439	884	1011	917	1142
ENSG00000168517	45	50	32	30	139	156	97	131
ENSG00000184922	2853	2643	2404	2701	4323	5406	4613	6209
ENSG00000184361	15	14	44	38	73	120	87	106
ENSG00000006062	2037	1923	1903	2180	1758	2051	1780	2772
ENSG00000159314	318	239	334	326	1606	2021	1825	2103
ENSG00000225190	433	310	469	486	1376	1489	1341	1801
ENSG00000266918	7	2	0	0	0	1	3	0
ENSG00000280022	0	0	2	0	0	5	0	4
ENSG00000263715	179	183	216	268	503	472	414	514
ENSG00000120088	0	0	0	0	0	0	0	0
ENSG00000185294	0	0	0	0	0	0	0	0
ENSG00000186868	15	10	3	6	5	2	2	8
ENSG00000256762	0	0	0	0	0	0	0	0
ENSG00000120071	1281	1016	837	1006	2498	2924	2403	2833
ENSG00000228696	115	79	75	114	135	188	152	188
ENSG00000176681	0	0	0	0	0	0	0	0
ENSG00000185829	139	102	81	118	167	202	162	236
ENSG00000238083	0	0	0	0	0	0	0	0
ENSG00000073969	5350	5897	5819	6842	10409	10426	9326	11757
ENSG00000108379	7	6	91	108	2074	2956	2401	2788
ENSG00000158955	1	0	0	1	3	11	2	8
ENSG00000108433	0	0	0	0	0	0	0	0
ENSG00000262633	95	77	84	95	369	394	329	463
ENSG00000179673	0	0	0	0	0	0	0	0
ENSG00000004897	552	499	956	1246	1894	2091	1693	2170
ENSG00000198336	0	0	2	0	3	1	0	2
ENSG00000259207	0	0	0	0	0	0	0	0
ENSG00000259753	0	2	0	2	4	0	2	0
ENSG00000178852	46	38	45	50	349	335	289	407
ENSG00000141279	2422	2276	2510	3030	3281	3524	2980	3740
ENSG00000108424	4101	3960	4221	4922	7985	9085	7375	10177
ENSG00000198933	150	134	58	79	84	103	85	119
ENSG00000073861	135	104	67	67	242	297	207	286
ENSG00000006025	40	41	29	48	198	228	206	241
ENSG00000159111	933	906	678	774	1535	1627	1513	1867
ENSG00000141294	1	3	3	4	12	16	16	19
ENSG00000141295	161	137	170	197	589	635	527	713
ENSG00000189120	16	11	20	20	3	5	0	6
ENSG00000167182	331	219	278	285	1004	1007	970	1276
ENSG00000108439	243	221	469	487	1143	1123	926	1368
ENSG00000167183	0	0	0	0	1	4	0	1
ENSG00000108465	321	347	387	380	1148	1186	1005	1354
ENSG00000005243	14	9	71	97	64	49	52	63
ENSG00000082641	6367	5865	6479	7657	6650	7058	5983	8976
ENSG00000108468	1382	1360	1199	1576	2353	2803	2284	2875
ENSG00000002919	8070	8411	9706	12158	1920	1779	1432	2167
ENSG00000141293	639	710	1273	1484	3733	4034	3389	4237
ENSG00000120094	0	0	0	0	0	0	0	0
ENSG00000173917	32	40	78	107	275	436	284	335
ENSG00000120093	16	16	21	14	10	21	7	14
ENSG00000182742	0	0	0	0	0	0	0	0
ENSG00000120075	0	0	0	0	0	0	0	0
ENSG00000108511	0	0	0	1	0	0	0	0
ENSG00000260027	117	154	96	128	30	34	33	37
ENSG00000120068	0	0	0	0	0	0	0	0
ENSG00000170689	0	0	0	0	0	0	0	0
ENSG00000159182	0	0	0	0	0	0	0	0
ENSG00000229637	0	0	0	0	0	0	0	0
ENSG00000159184	57	69	62	44	0	0	0	0
ENSG00000170703	0	1	1	0	1	0	1	0
ENSG00000136436	726	756	964	1141	2387	2633	2241	2776
ENSG00000159199	398	401	890	963	3273	3079	2453	3808
ENSG00000159202	7391	7181	7470	9484	6275	6342	5260	7398
ENSG00000159210	475	514	628	776	2153	2408	1932	2638
ENSG00000159224	0	0	0	0	1	0	1	0
ENSG00000159217	10	14	25	29	3	1	2	3
ENSG00000167080	0	0	0	1	2	1	4	2
ENSG00000167083	19	12	5	10	22	26	27	31
ENSG00000108798	15	6	4	3	32	39	18	35
ENSG00000173868	90	87	53	58	0	6	4	2
ENSG00000198740	865	731	533	784	2073	2367	1817	2167
ENSG00000167085	855	967	1477	1760	4443	4387	3875	5433
ENSG00000279036	0	0	0	0	0	0	0	0
ENSG00000064300	49	45	28	28	3	4	0	4
ENSG00000182575	147	101	114	146	0	0	0	0
ENSG00000121067	961	882	1015	1198	2865	3536	2862	3387
ENSG00000121073	181	197	295	377	652	670	560	773
ENSG00000121104	858	784	535	614	3635	3950	3520	4523
ENSG00000136504	1351	1243	1405	1689	2950	3073	2640	3266
ENSG00000176358	6	4	5	3	5	2	3	17
ENSG00000108813	2	0	3	1	7	4	9	3
ENSG00000064195	23	29	31	20	0	0	0	0
ENSG00000005884	354	335	225	302	156	173	143	189
ENSG00000005882	141	112	211	229	657	784	643	823
ENSG00000167100	36	23	38	24	6	1	3	5
ENSG00000108819	6149	5367	4994	5852	5828	8099	6361	8724
ENSG00000108823	3	5	48	78	34	34	42	52
ENSG00000108821	2140	2026	2391	1924	1	0	0	1
ENSG00000167105	7	17	0	1	0	0	0	0
ENSG00000015532	564	526	270	283	416	514	449	615
ENSG00000279792	2	4	4	1	10	17	8	11
ENSG00000108826	180	183	203	288	808	801	695	905
ENSG00000154920	0	0	0	0	2	1	0	1
ENSG00000108829	773	790	1085	1215	2429	2436	2056	2925
ENSG00000167107	238	207	185	243	867	1086	953	1014
ENSG00000136457	0	0	0	0	0	0	0	0
ENSG00000136444	211	224	267	388	966	1084	912	1183
ENSG00000136449	0	0	8	1	9	9	9	7
ENSG00000049283	0	0	2	0	0	0	0	0
ENSG00000006282	89	102	143	183	450	453	381	556
ENSG00000006283	38	25	29	36	0	1	0	2
ENSG00000108846	13	18	2	0	9	5	3	12
ENSG00000154945	525	452	623	805	2046	2224	1852	2267
ENSG00000108848	560	597	379	491	1562	1717	1447	1910
ENSG00000278963	0	0	0	0	0	0	0	0
ENSG00000167117	0	0	0	0	0	3	0	0
ENSG00000173714	9	9	11	18	0	0	0	0
ENSG00000141232	189	220	209	274	811	818	724	875
ENSG00000008294	646	569	617	811	1698	1831	1630	2145
ENSG00000239672	0	0	0	0	0	0	0	0
ENSG00000011052	0	0	2	1	5	3	1	8
ENSG00000243678	0	0	0	0	0	0	0	0
ENSG00000011258	251	229	205	300	731	761	676	797
ENSG00000279089	0	0	0	0	0	0	0	0
ENSG00000011260	409	475	547	760	2518	2715	2169	2907
ENSG00000154975	3	0	0	1	2	1	0	3
ENSG00000279743	0	0	0	0	0	0	0	0
ENSG00000141200	0	0	0	0	0	0	0	0
ENSG00000141198	3	1	0	0	0	0	2	1
ENSG00000166260	84	92	157	159	552	591	504	574
ENSG00000279059	0	0	0	0	0	0	0	0
ENSG00000166263	39	20	57	71	129	138	98	124
ENSG00000108924	6	11	12	8	0	0	1	0
ENSG00000108960	977	841	1525	1917	334	333	310	331
ENSG00000261873	0	0	0	0	2	0	0	0
ENSG00000166292	0	0	0	0	0	0	0	0
ENSG00000141179	62	69	61	67	457	530	407	442
ENSG00000153930	21	26	20	18	7	7	15	5
ENSG00000279606	0	0	0	0	0	0	0	0
ENSG00000183691	3	0	0	0	2	0	0	0
ENSG00000214226	47	49	73	79	200	226	163	276
ENSG00000153933	0	0	0	0	1	3	4	2
ENSG00000121060	418	384	1289	1539	2764	2911	2440	3350
ENSG00000121058	191	168	181	218	979	1041	907	1063
ENSG00000121064	1953	1835	1022	1385	635	657	517	696
ENSG00000121057	166	179	270	303	789	906	670	1190
ENSG00000153944	861	716	1016	1320	6496	7347	6224	7178
ENSG00000279555	0	0	0	0	0	0	0	0
ENSG00000279281	0	0	0	0	0	0	0	0
ENSG00000280028	0	0	0	0	0	0	0	0
ENSG00000166329	0	0	0	0	0	0	0	0
ENSG00000181610	263	301	404	518	1586	1545	1318	1743
ENSG00000180891	11	3	6	6	2	1	2	7
ENSG00000136451	842	714	856	988	2955	3026	2946	3367
ENSG00000280233	0	0	1	2	0	0	0	1
ENSG00000266086	49	29	49	73	80	40	26	49
ENSG00000136450	0	0	0	0	0	0	0	0
ENSG00000279069	0	3	0	0	3	10	2	4
ENSG00000264364	999	972	1018	1300	4638	5250	4406	5796
ENSG00000279207	19	2	13	22	238	245	236	279
ENSG00000141194	0	1	0	0	2	1	0	0
ENSG00000255713	0	0	0	0	0	0	0	0
ENSG00000121053	2	3	5	1	0	5	6	4
ENSG00000011143	63	44	110	130	215	205	157	222
ENSG00000167419	6	11	3	3	2	4	8	3
ENSG00000005381	4	1	0	0	1	2	0	1
ENSG00000005379	14	11	4	3	15	13	10	11
ENSG00000213246	0	0	0	0	0	0	0	0
ENSG00000285897	72	92	95	135	122	156	98	163
ENSG00000108375	0	0	0	0	0	0	0	0
ENSG00000176160	63	108	162	201	498	466	334	479
ENSG00000108389	4308	3865	4656	5319	2210	2648	2145	2691
ENSG00000108387	40	50	30	24	3	7	1	1
ENSG00000121101	3	5	11	7	4	14	17	5
ENSG00000266826	0	0	0	0	0	0	0	0
ENSG00000108384	99	131	149	192	501	536	489	609
ENSG00000175175	11	6	6	5	7	16	8	19
ENSG00000108395	205	217	259	337	706	768	687	799
ENSG00000182628	152	130	232	336	538	602	471	626
ENSG00000068489	8	3	7	9	11	9	6	13
ENSG00000265303	0	0	0	0	0	1	0	0
ENSG00000167447	0	0	0	0	0	0	0	0
ENSG00000153982	9	13	5	11	27	38	27	36
ENSG00000175155	1162	1039	770	1008	4042	4545	3978	4595
ENSG00000278863	0	0	0	0	0	0	0	0
ENSG00000108406	445	438	377	491	1653	1919	1623	1869
ENSG00000141367	1191	900	3037	3454	3937	3860	3236	4353
ENSG00000141378	133	147	151	198	704	688	626	772
ENSG00000062716	635	703	825	1165	2624	2592	2121	2713
ENSG00000108423	126	134	101	136	552	645	462	531
ENSG00000108443	250	270	375	357	509	602	520	598
ENSG00000267318	1	0	0	4	17	20	3	18
ENSG00000189050	0	0	0	0	0	0	0	0
ENSG00000068097	137	145	428	497	1632	2015	1762	2126
ENSG00000167434	1	0	0	0	0	0	0	0
ENSG00000170832	1184	994	1297	1668	1298	1488	1284	1505
ENSG00000141371	3	1	3	2	4	2	0	3
ENSG00000062725	507	477	543	734	1919	1959	1778	2119
ENSG00000170836	142	91	175	180	855	997	880	1017
ENSG00000141376	371	374	323	385	1127	1242	1024	1348
ENSG00000121068	8	1	5	5	3	0	0	0
ENSG00000121075	46	34	25	29	1	1	0	0
ENSG00000253506	12	29	16	27	27	21	38	37
ENSG00000136492	5	10	18	12	34	54	25	39
ENSG00000108506	120	107	271	394	982	1084	825	1197
ENSG00000108510	1593	1110	2789	3552	4872	5204	4394	5301
ENSG00000279133	0	0	0	0	0	0	0	0
ENSG00000172421	3	3	0	5	2	1	1	1
ENSG00000087995	169	148	234	313	655	612	550	761
ENSG00000146872	2008	2186	1717	2004	2809	2987	2550	3210
ENSG00000011028	649	581	371	327	6	14	12	13
ENSG00000279713	0	0	0	0	0	0	0	0
ENSG00000173838	2	0	0	0	5	0	2	1
ENSG00000170921	169	171	170	142	118	117	74	91
ENSG00000008283	35	23	36	42	44	32	34	51
ENSG00000159640	15	20	25	16	0	0	0	1
ENSG00000264813	0	0	0	0	0	0	0	0
ENSG00000173826	53	32	38	29	0	0	0	0
ENSG00000136485	39	19	55	90	146	154	117	208
ENSG00000288894	1	0	1	0	0	2	2	5
ENSG00000136463	0	0	0	0	0	0	1	1
ENSG00000198909	96	68	91	92	288	409	334	392
ENSG00000266173	0	0	0	4	8	8	15	28
ENSG00000136490	0	0	0	0	0	0	0	0
ENSG00000279369	0	0	0	0	0	0	0	0
ENSG00000125695	0	0	2	0	3	0	0	0
ENSG00000108588	839	767	774	973	2221	2572	2238	2691
ENSG00000198231	784	806	1141	1382	3381	3909	3157	4387
ENSG00000108592	381	492	545	663	1911	2465	2073	2745
ENSG00000087191	864	961	1046	1255	3238	3377	3013	4114
ENSG00000108604	1174	1102	1369	1692	4512	5238	4349	5444
ENSG00000213218	0	0	0	0	0	0	0	0
ENSG00000136487	0	0	0	0	0	0	0	0
ENSG00000136488	0	0	0	0	0	0	0	0
ENSG00000204414	0	0	0	0	0	0	0	0
ENSG00000259384	0	0	0	0	0	0	0	0
ENSG00000285947	4	8	2	3	10	7	6	6
ENSG00000007312	201	207	163	209	2014	2666	2124	2540
ENSG00000007314	50	47	22	18	349	344	299	424
ENSG00000224383	2	5	4	0	68	89	71	79
ENSG00000108622	241	247	188	260	1793	1949	1679	2170
ENSG00000178607	311	196	240	357	380	436	333	544
ENSG00000136478	230	180	301	392	728	725	635	829
ENSG00000261371	1198	1009	1204	1509	10683	13249	11081	12984
ENSG00000271605	3	4	0	1	16	27	23	23
ENSG00000256525	198	179	134	161	368	394	335	408
ENSG00000108654	6958	7671	8070	9699	21079	24558	19861	25059
ENSG00000258890	122	118	123	176	472	593	439	575
ENSG00000108854	279	272	276	326	785	945	788	902
ENSG00000176809	131	111	73	61	190	179	168	181
ENSG00000120063	2538	2382	1969	2660	6829	7560	6359	7583
ENSG00000108370	20	21	6	8	11	6	14	4
ENSG00000168646	24	16	246	286	810	856	757	963
ENSG00000266076	1	2	0	0	4	2	3	2
ENSG00000154240	369	361	385	433	424	394	409	518
ENSG00000091583	0	0	0	0	1	0	0	1
ENSG00000154229	1575	1201	1024	1302	644	693	593	829
ENSG00000075429	0	0	0	0	2	1	0	3
ENSG00000075461	1	2	3	1	0	0	0	0
ENSG00000108878	0	0	0	0	1	0	0	0
ENSG00000198265	898	593	927	1286	2315	2223	2095	2379
ENSG00000197170	363	399	326	442	1108	991	842	1271
ENSG00000154217	176	171	219	248	780	952	839	995
ENSG00000279917	0	0	0	0	0	0	0	0
ENSG00000279361	0	0	0	0	0	0	0	0
ENSG00000130935	333	355	446	678	2286	2324	1902	2504
ENSG00000171634	790	682	391	540	1190	1608	1348	1957
ENSG00000279573	0	0	0	0	0	0	0	0
ENSG00000279880	0	0	0	0	0	0	0	0
ENSG00000186665	113	149	60	95	86	71	63	90
ENSG00000182481	271	266	552	655	1849	2099	1600	2319
ENSG00000196704	801	834	854	1127	2179	2410	1973	2358
ENSG00000141337	34	41	50	30	162	86	78	155
ENSG00000108932	0	0	0	0	0	0	0	0
ENSG00000070540	39	40	37	38	82	114	69	119
ENSG00000108946	1853	1764	2299	2900	9169	11117	8618	10863
ENSG00000108950	16	11	2	7	1	0	1	5
ENSG00000141338	2	2	0	0	0	1	0	0
ENSG00000154258	39	17	58	72	399	351	304	354
ENSG00000154262	459	436	1583	2235	7636	7239	6181	8470
ENSG00000154263	0	6	1	9	13	10	1	7
ENSG00000278873	0	0	0	0	0	0	0	0
ENSG00000154265	187	168	147	168	200	201	124	177
ENSG00000108984	193	193	118	116	196	230	233	221
ENSG00000278972	0	0	0	0	0	0	0	0
